Stimulus,TargetType,BlockType,Trial_Number,Stim_CRESP,Faces0Back.thisRepN,Faces0Back.thisTrialN,Faces0Back.thisN,Faces0Back.thisIndex,Places0Back.thisRepN,Places0Back.thisTrialN,Places0Back.thisN,Places0Back.thisIndex,experimentTime,Stim.RESP,Stim.RT,Stim.CRESP,CueTarget.OnsetTime,CueTarget.OffsetTime,CueFix.FinishTime,CueTarget.StartTime,CueTarget.FinishTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,CueTarget.Duration,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
PracticeNC1.bmp,Faces,Cue0Back,1,Target,0,0,0,0,,,,,7.46491479874,,0,Target,8872,11355,8871,8871,11355,8357,8357,8871,2500,500,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
PracticeNC2.bmp,NeutFace,0Back,2,No Match,0,1,1,1,,,,,,,0,No Match,,,,,,,,,,,0,11362,13355,2000,11362,13355,0,13355,13355,500,13855,13856,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
PracticeNC1.bmp,NeutFace,0Back,3,Match,0,2,2,2,,,,,,,0,Match,,,,,,,,,,,0,15360,17356,2000,15360,17356,0,17356,17356,500,17856,17856,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
PracticeNC3.bmp,NeutFace,0Back,4,No Match,0,3,3,3,,,,,,,0,No Match,,,,,,,,,,,0,19360,21357,2000,19360,21357,0,21357,21357,500,21856,21856,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
PracticeNC2.bmp,NeutFace,0Back,5,No Match,0,4,4,4,,,,,,,0,No Match,,,,,,,,,,,0,23360,25357,2000,23360,25357,0,25357,25358,500,25857,25857,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
PracticeNC1.bmp,NeutFace,0Back,6,Match,0,5,5,5,,,,,,,0,Match,,,,,,,,,,,0,27361,29357,2000,27361,29357,0,29357,29357,500,29857,29857,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
Place1.bmp,Place,Cue0Back,1,Target,,,,,0,0,0,0,,,0,Target,32842,35343,32841,32841,35343,32340,32340,32841,2500,500,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
Place1.bmp,Place,0Back,2,Match,,,,,0,1,1,1,,,0,Match,,,,,,,,,,,0,35348,37339,2000,35348,37339,0,37339,37339,500,37838,37838,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
Place3.bmp,Place,0Back,3,No Match,,,,,0,2,2,2,,,0,No Match,,,,,,,,,,,0,39341,41338,2000,39341,41338,0,41338,41338,500,41838,41838,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
Place5.bmp,Place,0Back,4,No Match,,,,,0,3,3,3,,,0,No Match,,,,,,,,,,,0,43341,45343,2000,43341,45343,0,45343,45343,500,45843,45843,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,08/01/2018,1,13:45:08,Professional,0,2018-08-01_134508,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Practice,2.0.10.356,0,False,Stimuli/,Year 2,59.9649729291,1,
