TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
"",All,"","",Faces,Cue2Back,"",1.0,0,0,0,0,,0,"",10957,10957,13458,13458,10451,10451,10957,2500,10957,500,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
nonlure,All,23M_HO.bmp,2,PosFace,2-Back,No Match,1.0,0,1,1,1,left,696,No Match,,,,,,,,,,,0,13464,15458,2000,13464,15458,14160,15457,15458,500,15957,15957,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
nonlure,All,12F_HO.bmp,3,PosFace,2-Back,No Match,1.0,0,2,2,2,right,429,No Match,,,,,,,,,,,1,15963,17957,2000,15963,17957,16393,17957,17957,500,18457,18457,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
nonlure,All,AF02_HO.bmp,4,PosFace,2-Back,No Match,1.0,0,3,3,3,right,329,No Match,,,,,,,,,,,1,18463,20458,2000,18463,20458,18793,20458,20458,500,20958,20958,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
target,All,12F_HO.bmp,5,PosFace,2-Back,Match,1.0,0,4,4,4,right,447,Match,,,,,,,,,,,0,20963,22959,2000,20964,22959,21426,22958,22959,500,23458,23458,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
nonlure,All,WM011_HO.bmp,6,PosFace,2-Back,No Match,1.0,0,5,5,5,escape,,No Match,,,,,,,,,,,0,23464,25459,2000,23464,25459,24577,25459,25459,500,25959,25959,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,['space'],08/07/2018,1,16:58:10,Professional,0,2018-08-07_165810,2.0.10.356,,Emo_Nback_20180527,160,True,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,Behavioral,2.0.10.356,0,False,Stimuli/,Year 2,60.1557280768,1,
