12.7523 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of [u'Built-in Output', u'HDMI']
17.8895 	EXP 	Using Site Configuration: {'keys': {'Quit': ['escape'], 'NoMatch': ['2', 'num_2', 'right'], 'Match': ['1', 'num_1', 'left'], 'Next': ['space']}, 'style': {'textLetterSize': 1.0, 'wrapWidth': 40.0, 'subtitleLetterSize': 1.0, 'titleLetterSize': 3.0, 'fixLetterSize': 2.5}, 'trigger': ['5', '7', '^', 'num_5', 'num_7', '='], 'dimensions': {'width': 800, 'height': 600}, 'siteScanner': {'goggles': 'None', 'site': 'Yale', 'scanner': 'GE'}}
19.4129 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 128.,  128.,  128.]), colorSpace='rgb255', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x10ee65610>, multiSample=False, name='window1', numSamples=2, pos=[560, 240], screen=0, size=(800, 600), stereo=False, units='deg', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.4130 	EXP 	window1: recordFrameIntervals = True
19.4130 	EXP 	window1: recordFrameIntervals = False
19.5662 	EXP 	window1: recordFrameIntervals = True
19.7495 	EXP 	window1: recordFrameIntervals = True
20.0206 	EXP 	Created introTitle = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.7999999999999998, italic=False, name='introTitle', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'N-Back', units='deg', win=Window(...), wrapWidth=24.0)
20.0216 	EXP 	Created blankScreen = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.7999999999999998, italic=False, name='blankScreen', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text='', units='deg', win=Window(...), wrapWidth=24.0)
20.0260 	EXP 	Created pFixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='purple', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.5, italic=False, name='pFixation', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 128.,    0.,  128.]), text=u'+', units='deg', win=Window(...), wrapWidth=24.0)
20.0284 	EXP 	Created bFixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.5, italic=False, name='bFixation', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units='deg', win=Window(...), wrapWidth=24.0)
20.0378 	EXP 	Created target = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='target', opacity=1.0, ori=0, pos=array([-3.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Target = ', units='deg', win=Window(...), wrapWidth=24.0)
20.0425 	EXP 	Created 2Back = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='2Back', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'2-Back', units='deg', win=Window(...), wrapWidth=24.0)
20.0475 	EXP 	Created correct = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='green', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='correct', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([   0.,  128.,    0.]), text=u'Correct!', units='deg', win=Window(...), wrapWidth=24.0)
20.0524 	EXP 	Created incorrect = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='red', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='incorrect', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'Incorrect!', units='deg', win=Window(...), wrapWidth=24.0)
20.0580 	EXP 	Created tooslow = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='yellow', colorSpace='named', contrast=1.0, depth=1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='tooslow', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,    0.]), text=u'Too Slow!', units='deg', win=Window(...), wrapWidth=24.0)
20.0636 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='unnamed TextStim', opacity=1.0, ori=0, pos=array([-2.4, -4.8]), rgb=array([ 0.,  0.,  0.]), text=u'POINTER', units='deg', win=Window(...), wrapWidth=24.0)
20.0782 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='unnamed TextStim', opacity=1.0, ori=0, pos=array([ 2.4, -4.8]), rgb=array([ 0.,  0.,  0.]), text=u'MIDDLE', units='deg', win=Window(...), wrapWidth=24.0)
20.0832 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='unnamed TextStim', opacity=1.0, ori=0, pos=array([-2.4, -4.2]), rgb=array([ 0.,  0.,  0.]), text=u'MATCH', units='deg', win=Window(...), wrapWidth=24.0)
20.0886 	EXP 	Created unnamed TextStim = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.6, italic=False, name='unnamed TextStim', opacity=1.0, ori=0, pos=array([ 2.4, -4.2]), rgb=array([ 0.,  0.,  0.]), text=u'NO MATCH', units='deg', win=Window(...), wrapWidth=24.0)
20.1410 	EXP 	Created taskScreen1_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen1_1', opacity=1.0, ori=0, pos=array([ 0. ,  1.2]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.1498 	EXP 	Created taskScreen1_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen1_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'They are "0-Back" and "2-Back".', units='deg', win=Window(...), wrapWidth=24.0)
20.1615 	EXP 	Created taskScreen1_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen1_3', opacity=1.0, ori=0, pos=array([ 0. , -1.2]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.1750 	EXP 	Created taskScreen2_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen2_1', opacity=1.0, ori=0, pos=array([ 0. ,  4.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.1829 	EXP 	Created taskScreen2_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen2_2', opacity=1.0, ori=0, pos=array([ 0. ,  4.2]), rgb=array([ 0.,  0.,  0.]), text=u'Press NO MATCH if it is not the same.', units='deg', win=Window(...), wrapWidth=24.0)
20.1972 	EXP 	Created taskScreen3_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen3_1', opacity=1.0, ori=0, pos=array([ 0. ,  4.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.2030 	EXP 	Created taskScreen3_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen3_2', opacity=1.0, ori=0, pos=array([ 0. ,  4.2]), rgb=array([ 0.,  0.,  0.]), text=u'Press NO MATCH if not.', units='deg', win=Window(...), wrapWidth=24.0)
20.2110 	EXP 	Created taskScreen5_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen5_1', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.2180 	EXP 	Created taskScreen5_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen5_2', opacity=1.0, ori=0, pos=array([ 0. , -0.6]), rgb=array([ 0.,  0.,  0.]), text=u'to see what game you are playing!', units='deg', win=Window(...), wrapWidth=24.0)
20.2235 	EXP 	Created taskScreen6_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen6_1', opacity=1.0, ori=0, pos=array([ 0. ,  1.8]), rgb=array([ 0.,  0.,  0.]), text=u'Great Job!', units='deg', win=Window(...), wrapWidth=24.0)
20.2294 	EXP 	Created taskScreen6_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen6_2', opacity=1.0, ori=0, pos=array([ 0. ,  0.6]), rgb=array([ 0.,  0.,  0.]), text=u'Again, the games will switch.', units='deg', win=Window(...), wrapWidth=24.0)
20.2386 	EXP 	Created taskScreen6_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen6_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.2461 	EXP 	Created taskScreen6_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen6_4', opacity=1.0, ori=0, pos=array([ 0. , -0.6]), rgb=array([ 0.,  0.,  0.]), text=u'to see what game you are playing!', units='deg', win=Window(...), wrapWidth=24.0)
20.2559 	EXP 	Created taskScreen4_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen4_1', opacity=1.0, ori=0, pos=array([ 0. ,  1.2]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.2649 	EXP 	Created taskScreen4_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen4_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Press your POINTER finger for MATCH.', units='deg', win=Window(...), wrapWidth=24.0)
20.2728 	EXP 	Created taskScreen4_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen4_3', opacity=1.0, ori=0, pos=array([ 0. , -0.6]), rgb=array([ 0.,  0.,  0.]), text=u'Press your MIDDLE finger for NO MATCH.', units='deg', win=Window(...), wrapWidth=24.0)
20.2824 	EXP 	Created taskScreen7_1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen7_1', opacity=1.0, ori=0, pos=array([ 0. ,  1.2]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units='deg', win=Window(...), wrapWidth=24.0)
20.2893 	EXP 	Created taskScreen7_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.6, italic=False, name='taskScreen7_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'Press your POINTER finger for match.', units='deg', win=Window(...), wrapWidth=24.0)
