TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,FontStyle,Group,Handedness,NARGUID,SUBID,triggercode,TotalRespGreater200[Session],Version,SessionTime,RuntimeCapabilities,SessionStart,Run,ConsecNonResp[Session],StudioVersion,Goggles,ExperimentName,ConsecRTLess200[Session],SessionDate,Main.RefreshRate,DataFile.Basename,Target,RunNumber,Nontarget,Clock.Information,date,RuntimeVersionExpected,Debugging,RuntimeVersion,ExperimentVersion,TrialsPerRun[Session],Session,Allowed,StimuliDir,Subject,
"",All,"","",Faces,Cue2Back,"",1.0,0,0,0,0,escape,"",7875,7875,10375,10375,7365,7365,7875,2500,7875,500,,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",0,1,17:37:18,Professional,,All,0,2.0.10.252,False,Emo_Nback_20180527,0,07/18/2018,59.9444903373,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-07-18_173718,2.0.10.356,False,2.0.10.356,1.0.0.1180,160,MRI,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
