Stimulus,TargetType,BlockType,Trial_Number,Stim_CRESP,Faces0Back.thisRepN,Faces0Back.thisTrialN,Faces0Back.thisN,Faces0Back.thisIndex,Places0Back.thisRepN,Places0Back.thisTrialN,Places0Back.thisN,Places0Back.thisIndex,Faces2Back.thisRepN,Faces2Back.thisTrialN,Faces2Back.thisN,Faces2Back.thisIndex,Places2Back.thisRepN,Places2Back.thisTrialN,Places2Back.thisN,Places2Back.thisIndex,FinalPractice.thisRepN,FinalPractice.thisTrialN,FinalPractice.thisN,FinalPractice.thisIndex,experimentTime,Stim.RESP,Stim.RT,Stim.CRESP,CueTarget.OnsetTime,CueTarget.OffsetTime,CueFix.FinishTime,CueTarget.StartTime,CueTarget.FinishTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,CueTarget.Duration,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,FontStyle,Group,Handedness,NARGUID,SUBID,TotalRespGreater200[Session],Version,SessionTime,RuntimeCapabilities,SessionStart,Run,ConsecNonResp[Session],StudioVersion,ExperimentName,ConsecRTLess200[Session],SessionDate,Main.RefreshRate,DataFile.Basename,Target,RunNumber,Nontarget,Clock.Information,date,RuntimeVersionExpected,Debugging,ExperimentVersion,RuntimeVersion,TrialsPerRun[Session],Session,Allowed,StimuliDir,Subject,
Stimuli/Place3.bmp,Place,0Back,6.0,Target,,,,,,,,,,,,,,,,,0,7,7,7,,2,863,Target,,,,,,,,,,,0,172273,174268,2000,172273,174268,173137,174268,174268,500,174769,174769,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place6.bmp,Place,0Back,7.0,No Match,,,,,,,,,,,,,,,,,0,8,8,8,,2,782,No Match,,,,,,,,,,,1,176272,178268,2000,176272,178268,177055,178268,178268,500,178769,178769,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place3.bmp,Place,0Back,8.0,Target,,,,,,,,,,,,,,,,,0,9,9,9,,1,1647,Target,,,,,,,,,,,0,180274,182270,2000,180274,182270,181922,182270,182270,500,182770,182770,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
None,None,Cue2Back,None,None,,,,,,,,,,,,,,,,,0,10,10,10,,,0,,,,184770,,,184276,184276,184770,,500,,,,,,,,,,,,,184770,187271,187271,2500,184770,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place3.bmp,Place,2Back,9.0,No Match,,,,,,,,,,,,,,,,,0,11,11,11,,2,879,No Match,,,,,,,,,,,1,187276,189271,2000,187276,189271,188156,189271,189271,500,189771,189771,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place5.bmp,Place,2Back,10.0,Match,,,,,,,,,,,,,,,,,0,12,12,12,,2,614,Match,,,,,,,,,,,0,191275,193270,2000,191276,193270,191890,193270,193270,500,193771,193771,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place1.bmp,Place,2Back,11.0,No Match,,,,,,,,,,,,,,,,,0,13,13,13,,2,1697,No Match,,,,,,,,,,,1,195276,197271,2000,195276,197271,196974,197271,197271,500,197772,197772,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/Place5.bmp,Place,2Back,12.0,Match,,,,,,,,,,,,,,,,,0,14,14,14,,1,1047,Match,,,,,,,,,,,1,199276,201272,2000,199276,201272,200325,201272,201272,500,201772,201772,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/PracticeNC2.bmp,NeutFace,Cue0Back,None,Target,,,,,,,,,,,,,,,,,0,15,15,15,,,0,Target,203773,206273,203773,203773,206273,203274,203275,203773,2500,500,,,,,,,,,,,,,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/PracticeNC1.bmp,NeutFace,0Back,13.0,No Match,,,,,,,,,,,,,,,,,0,16,16,16,,2,813,No Match,,,,,,,,,,,1,206278,208273,2000,206278,208273,207092,208273,208273,500,208773,208773,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/PracticeNC2.bmp,NeutFace,0Back,14.0,Match,,,,,,,,,,,,,,,,,0,17,17,17,,1,713,Match,,,,,,,,,,,1,210278,212274,2000,210278,212274,210992,212274,212274,500,212773,212773,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/PracticeNC3.bmp,NeutFace,0Back,15.0,No Match,,,,,,,,,,,,,,,,,0,18,18,18,,2,998,No Match,,,,,,,,,,,1,214278,216274,2000,214278,216274,215277,216274,216274,500,216775,216775,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
Stimuli/PracticeNC2.bmp,NeutFace,0Back,16.0,Match,,,,,,,,,,,,,,,,,0,19,19,19,,1,780,Match,,,,,,,,,,,1,218279,220275,2000,218279,220275,219061,220275,220275,500,220775,220775,,,,,,Verdana,1,Right,ABCD1234,0,0,1,17:24:04,Professional,,All,0,2.0.10.252,Emo_Nback_20180527,0,06/25/2018,59.7364324524,Emo_Nback_20180527_v1-ABCD1234,1,1,"['2', 'num_2', 'right']",0,2018-06-25_172404,2.0.10.356,True,1.0.0.1180,2.0.10.356,160,Practice,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Stimuli/,1,
