TargetType,Run,Stimulus,RunTrialNumber_Block,StimType,BlockType,Stim_CRESP,Block,nBack.thisRepN,nBack.thisTrialN,nBack.thisN,nBack.thisIndex,Stim.RESP,Stim.RT,Stim.CRESP,CueFix.FinishTime,Cue2Back.StartTime,Cue2Back.FinishTime,Cue2Back.OffsetTime,CueFix.StartTime,CueFix.OnsetTime,CueFix.OffsetTime,Cue2Back.Duration,Cue2Back.OnsetTime,CueFix.Duration,Stim.ACC,Stim.StartTime,Stim.FinishTime,Stim.Duration,Stim.OnsetTime,Fix.StartTime,Stim.RTTime,Stim.OffsetTime,Fix.OnsetTime,Fix.Duration,Fix.OffsetTime,Fix.FinishTime,CueTarget.OnsetTime,CueTarget.OffsetTime,CueTarget.StartTime,CueTarget.FinishTime,CueTarget.Duration,Fix15sec.OnsetTime,Fix15sec.Duration,Fix15sec.FinishTime,Fix15sec.StartTime,Fix15sec.OffsetTime,Allowed,DataFile.Basename,Group,Target,FontStyle,RunNumber,Handedness,NARGUID,SUBID,triggercode,SessionDate,Version,SessionTime,RuntimeCapabilities,Clock.Information,date,RuntimeVersion,SessionStart,ExperimentName,TrialsPerRun[Session],Debugging,Run,ExperimentVersion,ConsecNonResp[Session],TotalRespGreater200[Session],Nontarget,StudioVersion,Session,RuntimeVersionExpected,ConsecRTLess200[Session],Goggles,StimuliDir,Time Point,Main.RefreshRate,Subject,
nonlure,All,BF09_FO.bmp,66,NegFace,0-Back,No Match,7.0,0,74,74,74,,0,No Match,,,,,,,,,,,0,237436,239426,2000,237436,239426,0,239426,239426,500,239926,239926,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,28M_FO.bmp,67,NegFace,0-Back,No Match,7.0,0,75,75,75,,0,No Match,,,,,,,,,,,0,239936,241926,2000,239936,241926,0,241926,241926,500,242426,242426,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,BF003_FO.bmp,68,NegFace,0-Back,No Match,7.0,0,76,76,76,,0,No Match,,,,,,,,,,,0,242432,244427,2000,242432,244427,0,244427,244427,500,244927,244927,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,39M_FO.bmp,69,NegFace,0-Back,Match,7.0,0,77,77,77,,0,Match,,,,,,,,,,,0,244932,246927,2000,244932,246927,0,246927,246927,500,247427,247427,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,10F_FO.bmp,70,NegFace,0-Back,No Match,7.0,0,78,78,78,,0,No Match,,,,,,,,,,,0,247432,249428,2000,247432,249428,0,249428,249428,500,249927,249927,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,39M_FO.bmp,71,NegFace,0-Back,Match,7.0,0,79,79,79,,0,Match,,,,,,,,,,,0,249932,251928,2000,249933,251928,0,251928,251928,500,252428,252428,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
None,All,None,None,Faces,Cue2Back,,8.0,0,80,80,80,,0,,252928,252928,255428,255428,252434,252434,252928,2500,252928,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_007_92026.bmp,72,Place,2-Back,No Match,8.0,0,81,81,81,,0,No Match,,,,,,,,,,,0,255438,257428,2000,255439,257428,0,257428,257428,500,257928,257928,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,PL_007_92026.bmp,73,Place,2-Back,No Match,8.0,0,82,82,82,,0,No Match,,,,,,,,,,,0,257933,259928,2000,257934,259928,0,259928,259928,500,260429,260429,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_010_92038.bmp,74,Place,2-Back,No Match,8.0,0,83,83,83,,0,No Match,,,,,,,,,,,0,260439,262429,2000,260439,262429,0,262428,262429,500,262929,262929,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_009_92037.bmp,75,Place,2-Back,No Match,8.0,0,84,84,84,,0,No Match,,,,,,,,,,,0,262939,264929,2000,262940,264929,0,264929,264929,500,265429,265429,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,PL_010_92038.bmp,76,Place,2-Back,Match,8.0,0,85,85,85,,0,Match,,,,,,,,,,,0,265433,267429,2000,265433,267429,0,267429,267429,500,267930,267930,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
target,All,PL_009_92037.bmp,77,Place,2-Back,Match,8.0,0,86,86,86,,0,Match,,,,,,,,,,,0,267935,269931,2000,267935,269931,0,269931,269931,500,270430,270430,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_008_92033.bmp,78,Place,2-Back,No Match,8.0,0,87,87,87,,0,No Match,,,,,,,,,,,0,270440,272431,2000,270441,272431,0,272431,272431,500,272930,272930,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_012_92047.bmp,79,Place,2-Back,No Match,8.0,0,88,88,88,,0,No Match,,,,,,,,,,,0,272939,274930,2000,272939,274930,0,274930,274930,500,275431,275431,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
lure,All,PL_012_92047.bmp,80,Place,2-Back,No Match,8.0,0,89,89,89,,0,No Match,,,,,,,,,,,0,275436,277431,2000,275436,277431,0,277431,277431,500,277931,277931,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,PL_011_92044.bmp,81,Place,2-Back,No Match,8.0,0,90,90,90,,0,No Match,,,,,,,,,,,0,277941,279932,2000,277941,279932,0,279932,279932,500,280431,280431,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
None,All,None,None,None,Fix15secPROC,,None,0,91,91,91,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280434,15000,295434,280434,295433,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
"",All,"","",Faces,Cue2Back,"","",0,0,0,0,,0,"",309669,309669,312169,312169,309159,309159,309669,2500,309669,500,,,,,,,,,,,,,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
nonlure,All,16F_FO.bmp,82,NegFace,2-Back,No Match,1,0,1,1,1,escape,,No Match,,,,,,,,,,,0,312179,314169,2000,312180,314169,313622,314169,314169,500,314669,314669,,,,,,,,,,,"['1', 'num_1', 'left', '2', 'num_2', 'right']",Emo_Nback_20180527_v1-ABCD1234,1,1,Verdana,1,Right,ABCD1234,0,"['5', '7', '^', 'num_5', 'num_7', '=']",08/09/2018,1,17:24:02,Professional,0,2018-08-09_172402,2.0.10.356,,Emo_Nback_20180527,160,False,All,1.0.0.1180,0,0,"['2', 'num_2', 'right']",2.0.10.252,MRI,2.0.10.356,0,False,Stimuli/,Year 2,59.9383225917,1,
